CHAIN,WEEK,AVG_GAS_FEE
BSC,2023-03-27 00:00:00.000,0.4067585695
Optimism,2023-03-27 00:00:00.000,0.4438619797
Polygon,2023-03-27 00:00:00.000,0.1163924814
Arbitrum,2023-04-03 00:00:00.000,0.2852657155
BSC,2023-04-03 00:00:00.000,0.4069143458
Optimism,2023-04-03 00:00:00.000,0.4592566696
Polygon,2023-04-03 00:00:00.000,0.1022546055
Arbitrum,2023-04-10 00:00:00.000,0.2970626146
BSC,2023-04-10 00:00:00.000,0.4013531003
Optimism,2023-04-10 00:00:00.000,0.4620261013
Polygon,2023-04-10 00:00:00.000,0.1233065254
Arbitrum,2023-04-17 00:00:00.000,0.503749032
BSC,2023-04-17 00:00:00.000,0.352793339
Optimism,2023-04-17 00:00:00.000,0.7787938425
Polygon,2023-04-17 00:00:00.000,0.1858846763
Arbitrum,2023-04-24 00:00:00.000,0.3819453254
BSC,2023-04-24 00:00:00.000,0.2785636663
Optimism,2023-04-24 00:00:00.000,0.6058169098
Polygon,2023-04-24 00:00:00.000,0.2205723845
Arbitrum,2023-05-01 00:00:00.000,0.7736368528
BSC,2023-05-01 00:00:00.000,0.3242651942
Optimism,2023-05-01 00:00:00.000,1.432682668
Polygon,2023-05-01 00:00:00.000,0.1371061267
Arbitrum,2023-05-08 00:00:00.000,0.6464050063
BSC,2023-05-08 00:00:00.000,0.2436132873
Optimism,2023-05-08 00:00:00.000,1.201447366
Polygon,2023-05-08 00:00:00.000,0.1405205011
Arbitrum,2023-05-15 00:00:00.000,0.3927987844
BSC,2023-05-15 00:00:00.000,0.2202798484
Optimism,2023-05-15 00:00:00.000,0.8223982138
Polygon,2023-05-15 00:00:00.000,0.08753647164
Arbitrum,2023-05-22 00:00:00.000,0.318552145
BSC,2023-05-22 00:00:00.000,0.2106200944
Optimism,2023-05-22 00:00:00.000,0.5997567961
Polygon,2023-05-22 00:00:00.000,0.09743390497
Arbitrum,2023-05-29 00:00:00.000,0.305042079
BSC,2023-05-29 00:00:00.000,0.1991544017
Optimism,2023-05-29 00:00:00.000,0.6412785579
Polygon,2023-05-29 00:00:00.000,0.08136738232
Arbitrum,2023-06-05 00:00:00.000,0.2613786632
BSC,2023-06-05 00:00:00.000,0.1873798096
Optimism,2023-06-05 00:00:00.000,0.4244410539
Polygon,2023-06-05 00:00:00.000,0.126246511
Arbitrum,2023-06-12 00:00:00.000,0.2292758314
BSC,2023-06-12 00:00:00.000,0.216399517
Optimism,2023-06-12 00:00:00.000,0.2513178216
Polygon,2023-06-12 00:00:00.000,0.08739875633
Arbitrum,2023-06-19 00:00:00.000,0.1979738925
Avalanche,2023-06-19 00:00:00.000,0.136635031
BSC,2023-06-19 00:00:00.000,0.1905320587
Optimism,2023-06-19 00:00:00.000,0.2349468101
Polygon,2023-06-19 00:00:00.000,0.07823139858
Arbitrum,2023-06-26 00:00:00.000,0.2356359694
Avalanche,2023-06-26 00:00:00.000,0.2053619155
BSC,2023-06-26 00:00:00.000,0.1877272317
Optimism,2023-06-26 00:00:00.000,0.3846646935
Polygon,2023-06-26 00:00:00.000,0.07574031711
Arbitrum,2023-07-03 00:00:00.000,0.2850664101
Avalanche,2023-07-03 00:00:00.000,0.1059802179
BSC,2023-07-03 00:00:00.000,0.193186593
Optimism,2023-07-03 00:00:00.000,0.3821885121
Polygon,2023-07-03 00:00:00.000,0.05883402713
Arbitrum,2023-07-10 00:00:00.000,0.2466074612
Avalanche,2023-07-10 00:00:00.000,0.2164114068
BSC,2023-07-10 00:00:00.000,0.2091064627
Optimism,2023-07-10 00:00:00.000,0.37724328
Polygon,2023-07-10 00:00:00.000,0.09381214275
Arbitrum,2023-07-17 00:00:00.000,0.2421744294
Avalanche,2023-07-17 00:00:00.000,0.1397942463
BSC,2023-07-17 00:00:00.000,0.1783199638
Optimism,2023-07-17 00:00:00.000,0.3600906787
Polygon,2023-07-17 00:00:00.000,0.06387424586
Arbitrum,2023-07-24 00:00:00.000,0.2831607263
Avalanche,2023-07-24 00:00:00.000,0.2228214814
BSC,2023-07-24 00:00:00.000,0.1755452249
Optimism,2023-07-24 00:00:00.000,0.3467958942
Polygon,2023-07-24 00:00:00.000,0.0568306184
Arbitrum,2023-07-31 00:00:00.000,0.2444237917
Avalanche,2023-07-31 00:00:00.000,0.1494121315
BSC,2023-07-31 00:00:00.000,0.1966228412
Base,2023-07-31 00:00:00.000,0.5961081006
Optimism,2023-07-31 00:00:00.000,0.2714407616
Polygon,2023-07-31 00:00:00.000,0.05265289789
Arbitrum,2023-08-07 00:00:00.000,0.2393929629
Avalanche,2023-08-07 00:00:00.000,0.1197712998
BSC,2023-08-07 00:00:00.000,0.1810600302
Base,2023-08-07 00:00:00.000,0.7585865719
Optimism,2023-08-07 00:00:00.000,0.2557065334
Polygon,2023-08-07 00:00:00.000,0.04785890833
Arbitrum,2023-08-14 00:00:00.000,0.3631950609
Avalanche,2023-08-14 00:00:00.000,0.273571639
BSC,2023-08-14 00:00:00.000,0.1963224879
Base,2023-08-14 00:00:00.000,0.4681746979
Optimism,2023-08-14 00:00:00.000,0.4773340089
Polygon,2023-08-14 00:00:00.000,0.07876738289
Arbitrum,2023-08-21 00:00:00.000,0.2403601259
Avalanche,2023-08-21 00:00:00.000,0.1079209537
BSC,2023-08-21 00:00:00.000,0.1703150276
Base,2023-08-21 00:00:00.000,0.3109374104
Optimism,2023-08-21 00:00:00.000,0.3206216392
Polygon,2023-08-21 00:00:00.000,0.04405931936
Arbitrum,2023-08-28 00:00:00.000,0.2577621909
Avalanche,2023-08-28 00:00:00.000,0.1171190859
BSC,2023-08-28 00:00:00.000,0.1827272037
Base,2023-08-28 00:00:00.000,0.4640451958
Optimism,2023-08-28 00:00:00.000,0.4899062649
Polygon,2023-08-28 00:00:00.000,0.06776158225
Arbitrum,2023-09-04 00:00:00.000,0.178234167
Avalanche,2023-09-04 00:00:00.000,0.1174543285
BSC,2023-09-04 00:00:00.000,0.1877721806
Base,2023-09-04 00:00:00.000,0.3421018187
Optimism,2023-09-04 00:00:00.000,0.2670988094
Polygon,2023-09-04 00:00:00.000,0.0623889168
Arbitrum,2023-09-11 00:00:00.000,0.1495353641
Avalanche,2023-09-11 00:00:00.000,0.09693315993
BSC,2023-09-11 00:00:00.000,0.2066501226
Base,2023-09-11 00:00:00.000,0.3363606592
Optimism,2023-09-11 00:00:00.000,0.4228079411
Polygon,2023-09-11 00:00:00.000,0.05610054111
Arbitrum,2023-09-18 00:00:00.000,0.1272630248
Avalanche,2023-09-18 00:00:00.000,0.09427134114
BSC,2023-09-18 00:00:00.000,0.1821833459
Base,2023-09-18 00:00:00.000,0.2311411991
Optimism,2023-09-18 00:00:00.000,0.3563499579
Polygon,2023-09-18 00:00:00.000,0.05389138749
Arbitrum,2023-09-25 00:00:00.000,0.1528491182
Avalanche,2023-09-25 00:00:00.000,0.0952942153
BSC,2023-09-25 00:00:00.000,0.1783327679
Base,2023-09-25 00:00:00.000,0.2125711781
Optimism,2023-09-25 00:00:00.000,0.3827258103
Polygon,2023-09-25 00:00:00.000,0.04678384278
Arbitrum,2023-10-02 00:00:00.000,0.144376113
Avalanche,2023-10-02 00:00:00.000,0.1144339117
BSC,2023-10-02 00:00:00.000,0.1741745055
Base,2023-10-02 00:00:00.000,0.1823353496
Optimism,2023-10-02 00:00:00.000,0.2658164382
Polygon,2023-10-02 00:00:00.000,0.05480366679
Arbitrum,2023-10-09 00:00:00.000,0.1235007037
Avalanche,2023-10-09 00:00:00.000,0.1165966896
BSC,2023-10-09 00:00:00.000,0.1861421783
Base,2023-10-09 00:00:00.000,0.1866810476
Optimism,2023-10-09 00:00:00.000,0.4407426815
Polygon,2023-10-09 00:00:00.000,0.04838014073
Arbitrum,2023-10-16 00:00:00.000,0.1664648252
Avalanche,2023-10-16 00:00:00.000,0.121181356
BSC,2023-10-16 00:00:00.000,0.1783382277
Base,2023-10-16 00:00:00.000,0.1915521317
Optimism,2023-10-16 00:00:00.000,0.3110778663
Polygon,2023-10-16 00:00:00.000,0.04363003106
Arbitrum,2023-10-23 00:00:00.000,0.2422011741
Avalanche,2023-10-23 00:00:00.000,0.1315571131
BSC,2023-10-23 00:00:00.000,0.2103020567
Base,2023-10-23 00:00:00.000,0.3132596024
Optimism,2023-10-23 00:00:00.000,1.21089767
Polygon,2023-10-23 00:00:00.000,0.06437964027
Arbitrum,2023-10-30 00:00:00.000,0.2443290827
Avalanche,2023-10-30 00:00:00.000,0.1251055883
BSC,2023-10-30 00:00:00.000,0.2425041917
Base,2023-10-30 00:00:00.000,0.3807032348
Optimism,2023-10-30 00:00:00.000,0.5931299619
Polygon,2023-10-30 00:00:00.000,0.04773637165
Arbitrum,2023-11-06 00:00:00.000,0.4014254636
Avalanche,2023-11-06 00:00:00.000,0.1858927491
BSC,2023-11-06 00:00:00.000,0.2910352745
Base,2023-11-06 00:00:00.000,0.5090865593
Optimism,2023-11-06 00:00:00.000,1.455626527
Polygon,2023-11-06 00:00:00.000,0.09209842981
Arbitrum,2023-11-13 00:00:00.000,0.3543407737
Avalanche,2023-11-13 00:00:00.000,0.247319829
BSC,2023-11-13 00:00:00.000,0.2209013161
Base,2023-11-13 00:00:00.000,0.4295098765
Optimism,2023-11-13 00:00:00.000,0.8288725659
Polygon,2023-11-13 00:00:00.000,0.1269206576
Arbitrum,2023-11-20 00:00:00.000,0.3601124461
Avalanche,2023-11-20 00:00:00.000,0.569346994
BSC,2023-11-20 00:00:00.000,0.3239736892
Base,2023-11-20 00:00:00.000,0.4374554698
Optimism,2023-11-20 00:00:00.000,1.4485801
Polygon,2023-11-20 00:00:00.000,0.07620150915
Arbitrum,2023-11-27 00:00:00.000,0.4100186086
Avalanche,2023-11-27 00:00:00.000,0.2113563939
BSC,2023-11-27 00:00:00.000,0.2517666028
Base,2023-11-27 00:00:00.000,0.5114239127
Optimism,2023-11-27 00:00:00.000,1.009339013
Polygon,2023-11-27 00:00:00.000,0.0733992262
Arbitrum,2023-12-04 00:00:00.000,0.5316071868
Avalanche,2023-12-04 00:00:00.000,0.5092353104
BSC,2023-12-04 00:00:00.000,0.2758854249
Base,2023-12-04 00:00:00.000,0.7105646484
Optimism,2023-12-04 00:00:00.000,1.883633333
Polygon,2023-12-04 00:00:00.000,0.09748347779
Arbitrum,2023-12-11 00:00:00.000,0.5856962008
Avalanche,2023-12-11 00:00:00.000,2.32651805
BSC,2023-12-11 00:00:00.000,0.3236729896
Base,2023-12-11 00:00:00.000,0.9742109923
Optimism,2023-12-11 00:00:00.000,1.392868288
Polygon,2023-12-11 00:00:00.000,0.1192948464
Arbitrum,2023-12-18 00:00:00.000,0.4265383303
Avalanche,2023-12-18 00:00:00.000,6.524894514
BSC,2023-12-18 00:00:00.000,0.3055586469
Base,2023-12-18 00:00:00.000,0.8710856872
Optimism,2023-12-18 00:00:00.000,2.388157639
Polygon,2023-12-18 00:00:00.000,0.1067535243
Arbitrum,2023-12-25 00:00:00.000,0.3037876058
Avalanche,2023-12-25 00:00:00.000,0.6291923884
BSC,2023-12-25 00:00:00.000,0.400704818
Base,2023-12-25 00:00:00.000,0.4645130408
Optimism,2023-12-25 00:00:00.000,0.7514312717
Polygon,2023-12-25 00:00:00.000,0.1369784583
Arbitrum,2024-01-01 00:00:00.000,0.3572651511
Avalanche,2024-01-01 00:00:00.000,0.5281236868
BSC,2024-01-01 00:00:00.000,0.3518876853
Base,2024-01-01 00:00:00.000,0.4975238508
Optimism,2024-01-01 00:00:00.000,1.158343202
Polygon,2024-01-01 00:00:00.000,0.09736812736
Arbitrum,2024-01-08 00:00:00.000,0.3641839774
Avalanche,2024-01-08 00:00:00.000,0.4914976856
BSC,2024-01-08 00:00:00.000,0.3448548933
Base,2024-01-08 00:00:00.000,0.4814534193
Optimism,2024-01-08 00:00:00.000,0.8837248178
Polygon,2024-01-08 00:00:00.000,0.08915383539
Arbitrum,2024-01-15 00:00:00.000,0.4248894814
Avalanche,2024-01-15 00:00:00.000,0.4816025643
BSC,2024-01-15 00:00:00.000,0.3552769797
Base,2024-01-15 00:00:00.000,0.5857794369
Optimism,2024-01-15 00:00:00.000,2.607632165
Polygon,2024-01-15 00:00:00.000,0.05198923672
﻿
